date,headline,source,summary
2024-11-29,"Biden Rushes to Trump-Proof His Signature Energy, Chip Policies",Yahoo,"The White House is racing to lock down President Biden’s dearest policy goals, distributing billions of dollars to safeguard favored projects before President-elect  Donald Trump  takes office in January.  With less than two months left in his term, Biden plans to pursue a laundry list of items including funding weapons for Ukraine, pressing for stability in Gaza and winning confirmation of roughly a dozen federal judges.  The judicial confirmations could bring him close to the 234 Trump accomplished during his first term."
2024-12-05,Plug Power Inc. (PLUG) Management presents at Jefferies Renewables & Clean Energy Conference 2024 (Transcript),SeekingAlpha,"Plug Power Inc. (NASDAQ:PLUG) Jefferies Renewables &amp; Clean Energy Conference 2024 December 4, 2024 11:00 AM ETCompany ParticipantsJose Luis Crespo -..."
2024-12-06,Three Reasons Why PLUG is Risky and One Stock to Buy Instead,Yahoo,"Over the past six months, Plug Power’s shares (currently trading at $2.43) have posted a disappointing 19.2% loss, well below the S&P 500’s 13.5% gain. This was partly driven by its softer quarterly results and may have investors wondering how to approach the situation."
2024-12-06,retail investors who own 46% along with institutions invested in Plug Power Inc. (NASDAQ:PLUG) saw increase in their holdings value last week,Yahoo,Key Insights Significant control over Plug Power by retail investors implies that the general public has more power to...
2024-12-15,"Plug Power: Electrolyzer Deployments And Increased Institutional Confidence, Amid Financial Challenges Loom",SeekingAlpha,Plug Power upgraded to Hold on electrolyzer agreements and potential returns despite volatility.
2024-12-21,"US Loans to Rivian, Plug Under Threat From Federal Shutdown",Yahoo,"(Bloomberg) -- Billions of dollars in federal loans to Rivian Automotive Inc., Plug Power Inc., PG&E Corp. and other companies are under threat because of a potential US government shutdown.Most Read from BloombergNew York City’s Historic Preservation Movement Is Having a Midlife CrisisThe Architects Who Built MiamiReviving a Little-Known Modernist Landmark in BuffaloNYPD Car Chases Are Becoming More Frequent — and More DangerousDakar’s Air Quality Plummets as Saharan Dust Descends on SenegalThe"
2024-12-21,"Plug Power: Buy, Sell, or Hold?",Yahoo,"Plug Power (NASDAQ: PLUG) is on a mission to deliver sustainable energy with its innovative fuel cells.  The company looks to capitalize on the renewable energy market with its hydrogen technology.  According to an estimate by Deloitte Consulting, the green hydrogen market could reach $1.4 trillion by 2050, giving Plug Power massive upside potential."
2024-12-22,Why Is Plug Power (PLUG) the Best Small Cap EV Stock to Invest In?,Yahoo,"We recently compiled a list of the 11 Small Cap EV Stocks to Invest In. In this article, we are going to take a look at where Plug Power Inc. (NASDAQ:PLUG) stands against the other small-cap EV stocks. An Overview of the Global Electric Vehicle Market The global electric vehicle (EV) market continues to expand, […]"
2024-12-25,Every Plug Power Investor Should Keep an Eye on This Number,Yahoo,"From a business standpoint, Plug Power (NASDAQ: PLUG) has clearly succeeded this year at selling customers on the value of its fuel cells and hydrogen business.  Investors, on the other hand, havent exactly been sold on the value of Plug Power stock.  While the S&P 500 has ripped more than 24% higher since the start of the year, shares of Plug Power have plummeted about 43%."
2024-12-27,Plug Power: Make Or Break Moment Fast Approaching,SeekingAlpha,"Plug Power stock has recovered from its September lows, although still down 50% over the past year. Read why investors should exercise caution with this green energy company."
2025-01-02,Why Plug Power Stock Popped on Thursday,Yahoo,"On the first day of stock market trading for 2025, Plug Power (NASDAQ: PLUG) stock is starting out the year right, rising 9.9% as of 10:15 a.m. ET.  The U.S. Treasury Department is gearing up to give new guidance on tax credits for hydrogen production under the 2022 Inflation Reduction Act (IRA), as Reuters reports.  The rules are expected out later this week, and will explain how hydrogen producers like Plug Power (the company not only produces hydrogen fuel cells, but also hydrogen to fuel them) can offset their costs when using nuclear power to produce hydrogen gas."
2025-01-04,"Hydrogen Stocks, Including Plug Power (PLUG), FuelCell (FCEL), Advance After Tax Credit Criteria Eased",Yahoo,"Bloom Energy (BE), Plug Power (PLUG), FuelCell Energy (FCEL), and Nikola (NKLA) are among the hydrogen stocks rallying today. They are surging after the Biden administration today unveiled rules that will make it significantly easier for companies to obtain tax credits for producing green hydrogen in the next several years. The Rule Changes Under the […]"
2025-01-05,7 Investments To Avoid In 2024: The Reckoning,SeekingAlpha,"At the beginning of this year, I wrote an article about which stocks to avoid in 2024. Check out how well I did with my predictions versus S&P 500."
2025-01-06,"These Stocks Are Moving the Most Today: Super Micro, Microsoft, Nvidia, MicroStrategy, Plug Power, VeriSign, and More",Yahoo,"Super Micro Computer stock trades higher after rising sharply Friday, while Microsoft extends gains after saying it expects to spend $80 billion on AI-enabled data centers in its current fiscal year."
2025-01-07,"Lucid (LCID), Plug Power (PLUG) Are Among Today’s Winners",Yahoo,"Luxury EV maker Lucid Group (LCID) and hydrogen firm Plug Power (PLUG) are climbing 4% and 23% today, respectively. Lucid is advancing after reporting much higher-than-expected fourth-quarter deliveries this morning. For its part, Plug is rallying for a second straight trading day after the Biden administration announced rules that will make it significantly easier for […]"
2025-01-07,Here’s Why Plug Power Inc. (NASDAQ:PLUG) Is Skyrocketing,Yahoo,"We recently compiled a list of the Investor Optimism Boosts Jump of These 10 Stocks. In this article, we are going to take a look at where Plug Power Inc. (NASDAQ:PLUG) stands against the other stocks. Wall Street’s main indices ended Monday’s trading session on a mixed note, with the Dow Jones Industrial Average the only […]"
2025-01-11,Plug Power: Buy The Pullback (Technical Analysis),SeekingAlpha,"Plug Power stock is a strong buy opportunity, with bullish technicals, undervaluation, and promising growth potential. Read more on PLUG stock here."
2025-01-14,7 Investments To Avoid In 2025,SeekingAlpha,Seeking Alpha contributors highlight 2025 investment picks. See why this article challenges you to avoid certain investments that may underperform.
2025-01-17,Plug Closes Loan Guarantee from the U.S. Department of Energy,Finnhub,"Loan guarantee supports Plug’s domestic hydrogen production plant buildout Plug’s Graham, Texas, plant first beneficiary of loan guarantee SLINGERLANDS, N.Y., Jan. 16, 2025 -- Plug Power Inc...."
2025-01-18,Utilities Lags Market Amid Cyclical Bias - Utilities Roundup,Finnhub,"Shares of power producers rose, but not by as much as the broad market, as traders rotated into cyclical sectors. Plug Power, the countrys largest producer of clean hydrogen, said it had received..."
2025-02-05,Plug Launches Industrys First Spot Pricing for Green Hydrogen,Finnhub,"Multiple Spot Agreements Signed with Major Organizations S&P Global Platts Publishes Weekly Pricing Based on Plug Plant Production SLINGERLANDS, N.Y., Feb. 05, 2025 -- In a..."
2025-02-11,Plug Power: Look On The Green Side,SeekingAlpha,"Discover why PLUG is a Strong Buy with its 300% revenue growth, leadership in a booming market, and potential for 18.36% annual returns."
2025-02-25,Plug Power’s Louisiana Hydrogen Plant Set for First Quarter Operations with Robust Safety Standards,Finnhub,"SLINGERLANDS, N.Y., Feb. 25, 2025 -- Plug Power Inc. has confirmed that its new 15-ton-per-day hydrogen plant in St. Gabriel, Louisiana is on schedule as previously announced for operations in..."
2025-02-25,Plug To Announce 2024 Fourth Quarter and Year-End Results,Finnhub,"SLINGERLANDS, N.Y., Feb. 25, 2025 -- Plug Power Inc. , a global leader in comprehensive hydrogen solutions for the green hydrogen economy, will announce its 2024 fourth quarter results on Monday..."
2025-02-26,Plug Powe : Plug Power,Finnhub,"Plug Power NASDAQ: PLUG Copyright 2023, Plug Power Inc. Plug is..."
2025-02-28,Plug Power Adopts Executive Compensation Program to Strengthen Leadership Alignment with Shareholders,Finnhub,"LATHAM, N.Y., Feb. 28, 2025 -- Plug Power Inc. , a leading provider of hydrogen solutions, today announced the adoption of an executive compensation program that enables eligible executives to..."
2025-03-04,Plug Power Inc. (PLUG) Q4 2024 Earnings Call Transcript,SeekingAlpha,"Plug Power Inc. (NASDAQ:PLUG) Q4 2024 Earnings Conference Call March 4, 2025 8:30 AM ETCompany ParticipantsMeryl Fritz - Marketing and Communications..."
2025-03-04,Plug Power Announces Continued Cash Flow Improvement and Progress on Path to Profitability,Finnhub,"SLINGERLANDS, N.Y., March 03, 2025 -- Plug Power Inc. , a global leader in the hydrogen economy, today provided an update on its strategic and operational progress and path to profitability. This..."
2025-03-13,"Southwire Taps Plug Power, Inc. to Advance Carbon Reduction from the Supply Chain",Finnhub,"Plug penetrates the industrial supplier market with new agreement by demonstrating a sustainable option to lead acid batteriesSLINGERLANDS, N.Y., March 13, 2025 -- Southwire, a leading North..."
2025-03-14,Plug Power: Restructuring While Waiting For The DOE Funding,SeekingAlpha,Plug Power faces a tough path with restructuring and financial risks. Learn why PLUG stock is a Hold despite the potential for upside through the DOE loan.
2025-03-15,Plug Powers 2025 Bet On Electrolyzers—J.P. Morgan Sees Growth But Stays Conservative,Yahoo,"J.P. Morgan analyst Bill Peterson shared key takeaways from the conference hosted for Plug Power, Inc. (NASDAQ:PLUG), with a Neutral rating. The analyst writes that the discussions mainly centered on the demand outlook across its three key verticals, cost-saving initiatives, and the financial roadmap for the year. Although not a central topic, there are signs of potential support from the new administration for Plug’s Texas DOE loan. Meanwhile, the timeline for the first loan disbursement, if ap"
2025-03-17,Plug Power Inc. (PLUG) ROTH Annual Conference (Transcript),SeekingAlpha,"Plug Power Inc. (NASDAQ:PLUG) ROTH Annual Conference March 17, 2025 11:30 AM ETCompany ParticipantsAndy Marsh - CEOConference Call ParticipantsCraig Irwin -..."
2025-03-18,Plug Power: Funding Gaps And Delayed Growth Despite The DOE Loan,SeekingAlpha,"Plug Power faces high risks despite a DOE loan guarantee, with funding gaps, policy shifts, and delays looming. Click here to find out why PLUG stock is a Sell."
2025-03-25,Plug Power (PLUG) Ascends But Remains Behind Market: Some Facts to Note,Yahoo,"In the closing of the recent trading day, Plug Power (PLUG) stood at $1.54, denoting a +0.65% change from the preceding trading day."
2025-03-26,Q3 Earnings Roundup: Plug Power (NASDAQ:PLUG) And The Rest Of The Renewable Energy Segment,Yahoo,"Wrapping up Q3 earnings, we look at the numbers and key takeaways for the renewable energy stocks, including Plug Power (NASDAQ:PLUG) and its peers."
2025-04-01,Plug Power (PLUG) Beats Stock Market Upswing: What Investors Need to Know,Yahoo,"Plug Power (PLUG) closed at $1.35 in the latest trading session, marking a +0.75% move from the prior day."
2025-04-09,3 Beaten-Down Stocks That Are Trading Below Their Book Values,Yahoo,"A companys book value is equal to its total assets, less its liabilities.  Book value does not consider the future at all.  For investors, deals can be had when an otherwise solid company has stock trading below its book value per share (BVPS)."
2025-04-10,Renewable Energy Stocks Q3 Results: Benchmarking Plug Power (NASDAQ:PLUG),Yahoo,Let’s dig into the relative performance of Plug Power (NASDAQ:PLUG) and its peers as we unravel the now-completed Q3 renewable energy earnings season.
2025-04-17,3 of Wall Street’s Favorite Stocks Showing Warning Signs,Yahoo,"Wall Street has set ambitious price targets for the stocks in this article. While this suggests attractive upside potential, it’s important to remain skeptical because analysts face institutional pressures that can sometimes lead to overly optimistic forecasts."
2025-04-17,"Hidrogenii, an Olin and Plug Joint Venture, Commissions 15 Ton Per Day Hydrogen Liquefaction Plant in Louisiana",Yahoo,"Olin Corporation (NYSE: OLN) announced today that Hidrogenii, the joint venture between Olin and Plug Power Inc. (NASDAQ: PLUG), commissioned its 15 TPD hydrogen liquefaction plant in St. Gabriel, Louisiana. Among the largest electrolytic hydrogen liquefaction facilities in North America, the site marks a major milestone in strengthening the regional hydrogen supply chain and accelerating the U.S. transition to low-carbon energy."
2025-04-23,Plug Power Inc. (PLUG): Among EV Penny Stock From $10 to Under $1,Yahoo,"We recently published a list of EV Penny Stocks List: From $10 to Under $1. In this article, we are going to take a look at where Plug Power Inc. (NASDAQ:PLUG) stands against other stocks in EV penny list: from $10 to under $1. The global electric vehicle (EV) market is on a roll despite […]"
2025-04-28,"Stocks to Watch Monday: Domino’s Pizza, Spirit AeroSystems, Nvidia, DoorDash",Yahoo,"↘️ Nvidia (NVDA): The Wall Street Journal reported Huawei Technologies is gearing up to test its newest AI processor, which the Chinese company hopes could replace some higher-end Nvidia products. The U."
2025-04-28,"Plug Power Secures New Credit Facility, Sees Q1, Q2 Revenue In-Line With  Estimates; Shares Jump",Yahoo,Plug Power (PLUG) shares rose sharply in early Monday trading after the hydrogen fuel cell company s
2025-04-29,Plug Power Stock Jumped. The Company Is Sorting Out Its Balance Sheet.,Yahoo,"Shares of hydrogen technology company  Plug Power  soared Monday after the company announced new financing.  Plug stock closed up 25.7% at $1.o2 on Monday, while the  and  gained 0.1% and 0.3%, respectively.  The move followed the company’s announcement of a new $525 million credit facility with Yorkville Advisors."
2025-05-03,Plug Power (PLUG) Stock Drops Despite Market Gains: Important Facts to Note,Yahoo,"In the most recent trading session, Plug Power (PLUG) closed at $0.84, indicating a -1.01% shift from the previous trading day."
2025-05-04,Certain Common Stock of Plug Power Inc. are subject to a Lock-Up Agreement Ending on 4-MAY-2025.,Finnhub,Certain Common Stock of Plug Power Inc. are subject to a Lock-Up Agreement Ending on 4-MAY-2025. These Common Stock will be under lockup for 46 days starting from 19-MAR-2025 to...
2025-05-13,Plug Power Inc. (PLUG) Q1 2025 Earnings Call Transcript,SeekingAlpha,"Plug Power Inc. (NASDAQ:PLUG) Q1 2025 - Earnings Conference Call May 12, 2025 4:30 PM ETCompany ParticipantsTeal Hoyos - VP, Marketing and..."
2025-05-13,Plug Reports First Quarter 2025 Financial Results,Yahoo,"Commissioning of Louisiana hydrogen plant, global electrolyzer momentum, and improved cash flow positions Plug for continued commercial growthSLINGERLANDS, N.Y., May 12, 2025 (GLOBE NEWSWIRE) -- Plug Power Inc. (NASDAQ: PLUG), a global leader in comprehensive hydrogen solutions, today announced its financial results and operational milestones for the first quarter ended March 31, 2025. The Company delivered improvements in cash flow and continued execution across its electrolyzer, hydrogen gener"
2025-05-13,"Plug Power’s (NASDAQ:PLUG) Q1 Sales Beat Estimates, Quarterly Revenue Guidance Slightly Exceeds Expectations",Yahoo,"Fuel cell technology Plug Power (NASDAQ:PLUG) announced better-than-expected revenue in Q1 CY2025, with sales up 11.2% year on year to $133.7 million. Guidance for next quarter’s revenue was better than expected at $160 million at the midpoint, 1.2% above analysts’ estimates. Its GAAP loss of $0.21 per share was 10.9% below analysts’ consensus estimates."
2025-05-14,"Solar stocks, Super Micro, Archer & Palantir: Trending Tickers",Yahoo,"Solar stocks, including First Solar (FSLR) and Sunrun (RUN), are rising after an early proposal of the Republican spending bill was not as bad as expected. Plug Power (PLUG), however, is falling as lawmakers consider eliminating a hydrogen production tax credit, which would negatively impact the company. Raymond James analysts initiated coverage of Super Micro Computer (SMCI), giving the stock an Outperform rating and setting a price target of $41. Archer Aviation (ACHR) stock is soaring after the company announced a partnership with Palantir (PLTR). To watch more expert insights and analysis on the latest market action, check out more Market Domination here."
2025-05-17,Clean energy tax credit proposal positive for Sunrun - Clear Street,Yahoo,"Investing.com -- A new clean energy tax credit proposal from House Republicans could be a boost for solar provider Sunrun (NASDAQ:RUN) while dealing a setback to hydrogen producer Plug Power (NASDAQ:PLUG), according to Clear Street."
2025-05-26,1 Cash-Burning Stock Worth Your Attention and 2 to Steer Clear Of,Yahoo,"Companies that burn cash at a rapid pace can run into serious trouble if they fail to secure funding. Without a clear path to profitability, these businesses risk dilution, mounting debt, or even bankruptcy."
2025-05-29,Plug Power’s Georgia Hydrogen Plant Sets U.S. Production Record Using Plug Electrolyzer Technology,Yahoo,"April 2025 Marks Industry-Leading Milestone with 300 Metric Tons of Liquid Hydrogen ProducedWOODBINE, Ga., May 29, 2025 (GLOBE NEWSWIRE) -- Plug Power Inc. (NASDAQ: PLUG), a global leader in comprehensive hydrogen solutions, announced today that its hydrogen plant in Woodbine, Georgia produced 300 metric tons of liquid hydrogen in April 2025—the facility’s highest monthly output to date and a new benchmark for the U.S. hydrogen industry. The plant, which opened in January 2024, is the largest el"
2025-06-06,Will the Cash Burn Reduction Strategy be a Game Changer for Plug Power?,Yahoo,PLUG narrows losses and cuts its cash burn nearly in half as Project Quantum Leap aims to reshape its financial trajectory.
2025-06-07,Plug Power Inc Files For Resale From Time To Time Of 55 Million Shares Of Common Stock Offered By Selling Stockholder,Finnhub,Plug Power Inc: * PLUG POWER INC FILES FOR RESALE FROM TIME TO TIME OF 55MILLIONSHARES OF COMMON STOCK OFFERED BY SELLING STOCKHOLDER - SECFILINGFurther company coverage: ...
2025-06-12,Plug Power: Im Staying Unplugged From Ammonia,SeekingAlpha,Plug Powers recent rally is driven by new partnerships and insider buying. Read what justifies maintaining a Hold rating on PLUG stock.
2025-06-13,Plug Power Wins a Big Deal. Time to Buy the Hydrogen Stock?,Yahoo,Plug Power will supply its electrolyzers to a project in Uzbekistan.  This project would help support its long-term growth profile.  Bridging the gap until it reaches profitability remains a key issue for Plug Power.
2025-06-17,"Plug Power, Sabre, OneWater, Kura Sushi, and American Airlines Stocks Trade Up, What You Need To Know",Yahoo,"A number of stocks jumped in the afternoon session after the major indices rebounded (Nasdaq +1.5%, S&P 500 +1.0%) as reports pointed to easing tensions between Israel and Iran. The Wall Street Journal said senior Iranian officials had signaled a willingness to restart stalled nuclear talks, on the condition that Washington refrain from joining Israels ongoing strikes. This development triggered a significant decline in oil prices, easing inflation concerns. Also, it is possible some investors"
2025-06-20,Cummins CEO’s Winning Mantra: Profitability and Renewable Power,Yahoo,"Jennifer Rumsey became CEO of  Cummins  in August 2022 amid historic industry turmoil.  Infatuated with electric trucks and hydrogen power, investors had bid up shares of  Nikola  and  Plug Power  which were suddenly worth about as much as Cummins, a profit machine with more than a century of history.  Rumsey has bold ambitions for Cummins’ renewable-technology business, Accelera, organized in 2023."
2025-06-24,Plug Executive Leadership to Participate in Investor Conferences in New York and London,Yahoo,"SLINGERLANDS, N.Y., June 24, 2025 (GLOBE NEWSWIRE) -- Plug Power Inc. (NASDAQ: PLUG), a global leader in end-to-end hydrogen solutions for the green hydrogen economy, today announced its participation in two upcoming investor conferences, reinforcing its commitment to ongoing engagement with the financial community. Plug executives will participate in one-on-one meetings and a fireside chat to discuss the Company’s strategic priorities and long-term growth plans: June 24, 2025 – J.P. Morgan Ener"
2025-06-25,Why Plug Power Popped Today,Yahoo,Is Plugs hype worth the stock price pop?
2025-06-28,Plug Power (PLUG) Stock Sinks As Market Gains: What You Should Know,Yahoo,"Plug Power (PLUG) closed the most recent trading day at $1.16, moving 4.92% from the previous trading session."
2025-06-30,Renewables Slide as Senate Bill Takes Aim at Clean Energy,Yahoo,"(Bloomberg) -- Republican lawmakers are debating a bill that ramps up President Donald Trump’s assault on wind and solar power, a worse-than-expected jolt to clean energy while providing aid for fossil fuels.Most Read from BloombergPhiladelphia Transit System Votes to Cut Service by 45%, Hike FaresSqueezed by Crowds, the Roads of Central Park Are Being ReimaginedSprawl Is Still Not the AnswerSao Paulo Pushes Out Favela Residents, Drug Users to Revive Its City CenterStruggling Downtowns Are Looki"
2025-06-30,Renewable energy shares mixed as U.S. Senate preserves some tax credits in Trump bill,Yahoo,(Reuters) -Shares of U.S. renewable energy firms saw a mixed performance in early Monday trading after the U.S. Senate advanced President Donald Trumps sweeping tax-and-spending bill.  The final version preserved tax credits for solar leasing  —  an arrangement where a third-party owns and installs a solar panel system on a customers property for a fee to use the system and the electricity it generates.  Shares of solar panel maker First Solar rose 7.1% at $163.00 while battery firms Sunrun climbed 7.8% to $8.01 and Fluence Energy gained 3.1% to $6.33.
2025-07-09,Plug Power Extends Strategic Hydrogen Supply Agreement with Multi-Year Contract and Improved Economics with Key Hydrogen Supplier,Yahoo,"New Deal Strengthens Domestic Hydrogen Supply, Reduces Cost Structure and Supports Continued Growth of Plug ApplicationsSLINGERLANDS, N.Y., July 09, 2025 (GLOBE NEWSWIRE) -- Plug Power Inc. (NASDAQ: PLUG), a global leader in comprehensive hydrogen solutions, today announced a new multi-year enhanced supply agreement with a leading U.S.-based industrial gas company and longtime hydrogen partner through 2030. The agreement extends the companies’ current strategic relationship through 2030, securin"
2025-07-10,"Stocks making big moves yesterday: Mirion, Penguin Solutions, Byrna, Plug Power, and Bloom Energy",Yahoo,Check out the companies making headlines yesterday:
2025-07-11,Plug Power Stock Down 38% in Past Six Months: What Should Investors Do?,Yahoo,"PLUG stock plunges 38% in six months amid falling hydrogen equipment sales and cash burn, despite long-term growth hopes."
2025-07-15,PLUG NAMED EXCLUSIVE WHOLESALE PARTNER FOR RECURRENTS EV SELLING PLATFORM,Yahoo,"Plug, the only online wholesale auction platform designed specifically for used electric vehicles, has been named the exclusive wholesale partner for Recurrents consumer-facing Sell with Recurrent service. Sellers can now receive a guaranteed offer for their used EVs in less than an hour."
2025-07-17,Why Plug Power Stock Tumbled 30% in the First Half of 2025,Yahoo,Plug Power stock surged 69% in June but is down for the year overall so far. Whats brewing?
2025-07-18,Why Shares of Plug Power Popped Today,Yahoo,The European Commission plans on boosting spending for its Connected Europe Facility program.  A project in Germany is one example of Plug Powers presence in Europe.  Prospective investors would be better advised to wait for the companys upcoming financial report for better insight into the company.
2025-07-22,"As Analysts Sweeten on Hydrogen, Is Plug Power Stock a Buy?",Yahoo,This article explores whether Plug Power stock is worth buying as analysts sweeten on the hydrogen industry.
2025-07-25,Plug Powers Equipment Weakness Grows: Whats the Road Ahead?,Yahoo,"PLUG battles weak demand in core products, but a 3GW deal signed in January could ignite long-term green hydrogen growth."
2025-07-27,The Smartest Green Energy Stocks to Buy With $100 Right Now,Yahoo,"Nio, Plug Power, and Cameco could keep growing as the renewable market expands."
2025-08-08,Can Plug Powers Expansion Into the Green Energy Sector Fuel Growth?,Yahoo,"PLUG ramps up green hydrogen projects with DOE backing and new JV, but high cash burn clouds near-term outlook."
2025-08-11,"Dear Plug Power Stock Fans, Mark Your Calendars for August 11",Yahoo,Plug Power is set to report Q2 earnings amid resurging sentiment around hydrogen.
2025-08-12,Plug Power Second Quarter 2025 Highlights,Yahoo,"• Execution on Project Quantum Leap helps accelerate business salesgrowth and financial performance• Q2 revenue up 21% year-over-year, driven by broad hydrogen demand LATHAM, N.Y., Aug. 11, 2025 (GLOBE NEWSWIRE) -- Plug Power Inc. (NASDAQ: PLUG), a global leader in comprehensive hydrogen solutions for the hydrogen economy, today announced its financial results and operational milestones for the second quarter ended June 30, 2025. Revenue Growth and Run Rate Momentum Plug reported $174 million in"
2025-08-13,"ACHR, OKLO, PLUG: Here’s the Best Low-Risk, High-Reward Trade After Earnings",Yahoo,Two of these three popular companies are at risk of completely fading out.
2025-08-14,Plug Power Targets $700M in Revenues in 2025: Can It Achieve the Goal?,Yahoo,"PLUG targets $700M in revenues in 2025, fueled by surging electrolyzer sales and expanding global hydrogen projects."
2025-08-18,The Top 5 Analyst Questions From Plug Power’s Q2 Earnings Call,Yahoo,"Plug Power’s second quarter results reflected ongoing operational improvements and strong end-market demand, particularly within its GenDrive, GenFuel, and GenEco platforms. While revenue outpaced Wall Street’s expectations, management pointed to substantial progress in gross margin improvement, citing the impact of Project Quantum Leap initiatives, cost reductions, and optimized service execution. CEO Andy Marsh acknowledged the company’s focus on operational discipline, noting, “Gross margins"
2025-08-19,"[Latest] Global Green Gas Market Size/Share Worth USD 2.81 Billion by 2034 at a 6.20% CAGR: Custom Market Insights (Analysis, Outlook, Leaders, Report, Trends, Forecast, Segmentation, Growth Rate, Value, SWOT Analysis)",Yahoo,"[220+ Pages Latest Report] According to a market research study published by Custom Market Insights, the demand analysis of Global Green Gas Market size & share revenue was valued at approximately USD 1.54 Billion in 2024 and is expected to reach USD 1.83 Billion in 2025 and is expected to reach around USD 2.81 Billion by 2034, at a CAGR of 6.20% between 2025 and 2034. The key market players listed in the report with their sales, revenues and strategies are Air Products and Chemicals Inc., ENGIE"
2025-08-20,Ballard Power: Developing A Viable Business Model Likely To Remain A Battle - Hold,SeekingAlpha,Ballard Power Systems Inc.s Q2 results lag expectations with weak orders and high cash burn. Click for how BLDP aims for positive cash flow by 2027.
2025-08-24,Is Plug Power Stock a Millionaire Maker?,Yahoo,The company has spent years laying the groundwork to capitalize on what could be a $300 billion or more global market by 2030.
2025-08-24,"Plug Power Stock Is Cheap, but Does That Make It a Buy Now?",Yahoo,This out-of-favor hydrogen stock could heat up over the next few years.
2025-08-27,Plug Powers Equipment Sales Rebound in Q2: Whats Behind It?,Yahoo,PLUG posts 29% jump in equipment sales as soaring electrolyzer demand and fuel cell activity drive Q2 momentum.
2025-08-29,Is Plug Power Stock a Buy Right Now?,Yahoo,Hydrogen fuel demand is forecast to grow immensely over the next few decades.
